Hugo_Symbol	2989R	2424R	4069R	3784R	3653R	3196R	1351R	4807R	4932R	4316R	1476R	3976R	3036R	4037R	3147R	4769R	4236R	3037R	3504R	4586R
BTK	5264	3887	6321	182	4175	1659	6162	2802	6596	5324	1812	2806	793	738	2120	2867	2743	2346	3677	3579
HFE	145	158	14	15	21	36	161	23	79	29	60	46	17	12	15	121	129	7	122	25
SCMH1	436	95	2275	167	1705	476	1483	1234	387	888	516	412	215	181	2092	201	219	1912	153	758
FYN	1228	391	2212	2449	1176	4070	6644	907	2067	673	6488	5433	3372	1495	3557	638	1089	994	1741	401
HIVEP2	1916	4029	1188	2815	1171	3199	1397	1113	8128	2413	11025	1033	7758	2789	1505	3215	1960	636	3359	424
FMO1	5	2	10	1	1	2	3	4	5	5	9	3	3	3	6	2	1	3	2	2
ELOA	681	277	5231	644	1316	2017	1967	473	1797	1273	2855	3254	1303	547	1349	262	1518	4862	1611	647
LYPLA2	2189	1385	1845	621	1933	1170	2124	1327	2831	2145	2046	2186	872	960	1656	708	2349	2529	1761	1160
CLCN6	649	317	1094	1889	634	1027	2005	842	794	759	1225	2476	808	1123	861	311	874	1175	739	446
MRC2	160	10	601	31	24	32	66	196	26	383	48	53	132	105	596	45	62	12	10	235
NME1-NME2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A7	0	0	1	3	1	0	3	0	0	0	2	1	2	0	0	0	6	4	0	0
TSPAN9	12	56	100	84	1	102	10	3	558	8	164	41	45	26	10	49	143	58	95	25
BTBD7	1134	1079	1720	780	1661	875	2031	1089	2210	3227	1973	1438	1205	807	1062	644	1034	1269	1130	1148
APBA3	546	450	842	769	598	366	675	506	1183	529	967	448	910	657	421	199	513	612	441	315
MKS1	224	27	98	21	119	23	168	99	22	260	32	28	19	24	50	43	36	37	14	233
ABHD5	3298	4457	5839	3763	4965	4157	3133	2958	6904	5688	7271	3970	3455	6109	3108	2118	6981	9261	4071	1965
ANOS1	59	394	0	23	0	24	0	0	1978	2	2	1	22	57	0	312	111	4	162	0
AKAP8L	2382	2387	7320	1405	4030	2197	4153	2095	3110	2197	4240	4816	2349	1732	3888	920	2231	3335	2808	1729
MBTD1	784	683	1681	672	1203	977	1274	883	1373	2127	2103	1211	1033	692	1157	437	1231	1020	622	674
UTP18	389	197	832	398	235	418	479	315	319	1515	277	494	184	528	415	137	610	945	251	338
RNF216	1588	1212	3454	1499	1833	2077	2494	2031	2181	3326	3238	3655	2087	1348	1998	1156	1891	1709	1336	1636
TTC19	539	170	1520	888	721	1613	1231	815	268	1280	927	1251	850	1459	1604	179	550	1519	709	613
PTBP1	4905	2523	16080	2263	5141	4450	11400	3720	5206	9770	4438	7175	3475	3164	9624	1810	4797	10143	3897	5640
DPF1	15	3	35	1	128	27	16	24	4	15	7	8	6	4	3	1	6	15	17	10
SYT7	1	2	1	2	3	4	1	0	3	0	1	2	0	0	2	1	2	0	2	1
LARS2	443	57	511	223	209	223	414	190	135	612	375	247	114	192	682	107	159	353	124	340
PIK3C2A	590	460	1497	4401	1324	2413	1718	1063	698	1458	4081	2024	1857	1947	1024	262	962	1548	998	812
PLAUR	3519	6227	12320	166412	2373	64589	4368	3298	3872	4297	17253	15263	12021	21366	5180	9099	23898	10762	55280	4231
ANLN	1487	368	4097	153	612	95	622	1724	79	1605	428	659	87	833	5337	380	634	2471	32	2512
WIZ	1044	769	3424	542	1589	836	1741	1415	617	2238	655	1209	909	454	1099	344	603	699	440	1539
RABGAP1	955	782	1325	1461	1103	938	1788	874	1488	1819	2139	1268	1350	615	1042	431	733	780	614	951
DCN	37	1	6	0	0	1	0	0	0	0	4	0	0	0	0	7	72	0	0	86
QPCTL	172	40	547	144	130	188	181	178	61	172	212	197	110	256	435	53	178	234	130	126
PPP5C	694	105	1929	129	769	319	1745	520	212	891	234	605	177	151	823	166	335	861	156	709
CEP68	466	305	406	573	473	1154	320	577	554	701	507	586	481	444	649	276	327	407	541	275
MAP4K3	87	17	576	462	321	1076	383	137	213	215	333	1492	1143	130	286	31	112	418	102	111
ZBTB32	10	12	15	251	27	72	15	20	52	21	32	44	44	73	35	5	12	109	43	7
TYROBP	45807	30439	42131	15968	13674	30526	16563	22442	35435	13660	18827	26032	18333	10689	18314	22893	30584	16710	55520	15294
TMEM159	267	66	398	789	226	139	170	194	580	442	117	179	39	214	320	88	84	384	152	128
GABRA3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BRCA1	963	558	1319	11	979	110	941	752	577	1893	214	103	52	114	1598	377	309	562	174	1305
ERCC1	447	46	2238	123	719	928	1569	714	239	714	338	1020	377	212	466	111	331	1359	347	475
CD22	134	265	143	1918	85	1296	320	168	561	69	65	318	489	442	78	48	167	169	461	37
SEMA3B	47	92	83	623	147	349	18	124	191	80	265	247	395	135	33	76	363	94	302	17
MBTPS2	80	15	94	47	98	74	239	49	50	258	79	74	61	35	170	30	52	87	14	103
PRICKLE3	630	732	350	69	422	132	513	377	355	523	421	305	251	185	326	288	288	85	326	523
LTF	580232	127205	502203	43766	324572	28327	91312	497240	21419	914680	150534	11340	1288	57080	548523	165787	241797	702792	5840	286244
EXTL3	1606	4016	1838	366	1628	2349	3148	1924	7533	4046	2992	2549	2189	328	398	1178	2852	1547	2161	850
NR1H4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELOVL5	11319	11792	11960	9926	12508	14002	11120	7127	8667	15474	12863	10892	12088	9359	13877	10148	12666	6060	12802	11092
ALOX5	48074	71831	27668	10950	23520	21507	38129	24591	96168	31452	24730	28962	13850	11372	16913	31803	56236	29085	60368	24663
KDM5D	9	1671	1	3	1	2029	13328	3570	10527	2991	1941	4123	840	1657	2764	1512	3	1	722	0
CALCOCO1	5433	5595	6478	1185	12515	3578	9540	4924	12104	4673	5472	3989	2137	2133	2273	2512	5354	4490	4246	4273
UBR7	829	326	1244	481	702	403	1150	410	1057	2112	944	352	390	248	1655	319	528	1009	331	720
MAP4K5	393	103	1413	755	853	1013	1047	721	619	1573	1636	1182	721	610	1392	134	366	1117	381	648
EHD3	120	67	444	94	165	262	598	73	1348	95	425	145	124	53	82	60	257	182	199	164
PSMC4	1586	590	2005	2767	918	1456	1800	1859	1470	1903	1503	1789	822	1866	1559	589	1930	2905	1353	1168
MAN2B2	4029	3184	7484	585	5037	3382	6963	3857	11528	4201	3593	4410	1777	1195	3739	2285	3606	3814	4768	3433
SLC7A14	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
CLDN11	6	18	0	7	7	0	5	8	13	2	2	1	4	0	0	2	3	0	1	2
SLC25A39	1952	218	2980	1678	1277	1161	1440	793	424	1644	687	1247	462	3868	3852	240	985	2186	678	1549
MVP	10660	12617	6948	2645	8027	8706	10399	5800	17673	8236	5442	7040	4129	4438	3419	7391	16284	5517	13297	3086
NUB1	2054	1850	3965	2807	2204	2193	3561	2353	3287	3232	3966	2764	1962	2561	4011	1105	1544	3929	1745	1396
PGM3	168	54	323	176	235	200	206	144	141	434	214	168	95	280	234	56	95	253	69	207
RWDD2A	27	5	94	38	11	63	39	18	59	25	48	63	40	13	52	12	29	61	29	16
CLK1	3188	5729	16313	19633	5663	16628	7327	13138	8406	4807	13392	12511	7539	14985	5221	4555	13312	12532	10264	3439
POLR3B	213	47	241	36	95	85	267	175	60	415	79	149	40	102	208	62	93	142	35	297
ANGEL1	345	42	651	120	683	173	681	216	96	806	622	524	270	124	400	74	163	474	64	392
RNF14	358	149	327	175	166	105	272	129	410	901	160	283	99	155	410	72	176	604	84	293
DNASE1L1	724	637	727	307	718	351	778	493	947	731	351	791	224	287	911	335	606	1274	581	374
DDX11	713	167	3485	41	843	321	1588	1007	286	1106	180	731	131	429	2072	285	363	1390	114	1015
HEBP1	690	94	1156	75	1041	392	1100	754	472	555	216	656	67	194	889	145	225	1221	155	834
GPRC5A	0	0	9	118	4	118	7	0	1	0	3	20	6	4	15	0	19	84	9	7
MAMLD1	15	5	19	189	8	95	17	13	7	8	304	45	580	18	56	20	13	16	27	32
CD6	610	180	705	2231	696	5090	300	1023	594	316	4244	1190	3102	2162	3735	185	483	827	1007	107
TACC3	9611	10178	7218	1077	3767	4473	7970	4624	12447	5082	8767	5447	5792	2969	7523	5213	6706	5163	4350	5517
UFL1	919	339	1221	684	767	736	992	421	956	1538	1034	1510	589	557	1783	243	476	1322	270	843
POLA2	120	39	99	13	96	21	93	128	29	210	43	38	10	40	247	38	49	134	14	130
ZC3H3	2397	2635	2491	1253	1652	2832	2066	1369	8523	1865	3091	1736	1275	1146	2596	1653	2579	4155	3204	1478
CAPN1	7639	7302	10325	1300	10261	3637	12910	5587	19803	9886	4492	5321	1745	2515	4567	5376	6930	6273	6715	5517
ACP3	4619	2323	3385	206	2664	1233	2388	2913	1439	1599	2649	1896	317	1795	2434	1735	3311	1399	2391	1785
MDH1	611	125	760	249	527	288	1073	419	437	1426	298	256	132	293	704	129	528	821	125	570
SLC30A9	1485	785	1740	602	1710	933	1971	994	1889	2016	1836	1194	877	326	1961	438	710	824	733	1344
MTMR11	90	14	413	119	3	443	1680	14	113	19	75	1408	51	68	15	59	205	300	175	46
COX15	1000	724	539	443	615	225	840	480	752	1317	269	186	174	190	489	351	330	274	232	605
CCDC88C	3090	1757	8997	3226	5435	5036	6695	5039	1778	9291	4866	9217	2659	2694	4832	1521	2353	3915	2369	3112
YAF2	569	362	1236	1459	594	966	677	545	1077	675	1645	1213	1157	762	1407	177	945	1380	628	454
ZMYND11	653	176	953	160	1045	928	1825	770	1216	1446	1008	309	664	231	939	194	332	480	429	916
WAS	17964	20389	10057	2407	12320	9655	15360	10719	32095	12105	11657	11775	5629	3407	9256	15898	17761	8216	20311	10358
DPEP1	0	1	4	2	2	0	0	1	1	0	1	1	0	4	10	0	4	1	0	2
BID	3708	3791	2796	13442	1333	5625	2746	2201	3172	4572	7140	3983	6889	3160	2626	2132	6735	3962	6049	1996
MATR3	28	24	245	208	112	240	186	202	86	110	109	233	108	210	73	17	148	346	113	51
NPC1L1	3	2	3	62	26	5	8	0	6	2	0	6	9	5	0	1	5	0	2	3
XYLT2	332	94	566	136	858	343	720	330	794	544	428	265	231	143	261	158	253	242	302	408
RGPD5	7	3	37	58	12	32	6	9	7	5	11	24	28	22	27	0	13	36	14	6
STMN4	0	1	1	5	0	0	1	1	0	0	1	0	0	0	2	1	0	0	3	0
NUDCD3	1044	403	1566	340	1387	871	1424	1048	1078	1670	1048	516	570	295	1277	370	608	786	631	1083
ISL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHDH	67	99	5	8	16	21	19	41	17	360	120	6	11	51	12	117	101	4	11	43
IL20RA	1	0	1	5	0	1	0	0	2	0	2	2	1	1	0	2	0	0	0	0
CLCA1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLCA4	0	0	0	0	0	0	0	1	6	2	0	0	0	0	0	5	1	1	0	0
GLT8D1	629	365	389	158	806	133	663	204	1189	808	355	138	159	91	553	211	272	218	205	550
ATP2C1	1518	698	3630	2389	2669	1150	2946	1800	2920	3675	1589	1625	742	1190	1442	724	1194	2808	676	2606
IGF1	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	1	2
SLC38A5	808	49	929	27	554	115	435	422	160	608	74	151	43	231	835	188	173	422	84	1013
RALBP1	4769	4828	3916	462	5765	1370	5016	3351	13875	7516	4646	1105	1644	1272	3674	4372	4339	1600	3846	4051
RUFY3	189	56	707	625	306	1079	1172	265	231	226	396	1055	490	303	316	70	307	504	407	128
CNTN1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4
SLC11A1	22910	103457	17802	20169	13292	86544	22086	10652	48292	17300	64885	89173	49068	15742	9818	36434	64236	2738	57715	9814
WWTR1	14	5	28	38	4	14	5	6	12	6	24	11	9	6	21	4	20	3	4	35
AGPS	2368	477	4212	455	2753	613	2739	1407	974	8405	1318	1248	403	1352	3386	622	1477	1310	331	2130
ZNF806	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CXorf56	478	295	1032	485	673	526	660	306	611	696	863	1081	321	506	1112	124	513	1370	464	235
ATP1A2	0	0	3	0	0	4	3	1	0	1	0	0	2	0	0	0	1	0	1	0
TTC27	330	36	482	45	139	141	333	149	71	428	89	57	61	47	109	87	105	101	56	371
ZNF582	15	9	37	5	15	14	31	7	13	28	10	7	2	7	20	6	7	13	4	20
VSIG2	6	18	157	134	38	204	186	28	246	10	312	296	113	35	9	22	177	71	193	22
PHLDB1	17	7	68	28	399	49	17	25	6	74	50	44	262	33	10	8	11	25	14	25
MARCO	131	38	169	28	1	371	288	42	104	3	29	854	1870	142	122	56	244	107	972	24
CYP24A1	0	1	7	0	0	6	13	2	1	12	0	1	4	1	5	1	0	4	0	2
PRDM11	100	22	213	32	190	92	343	168	90	590	140	67	99	36	140	41	31	78	36	250
SYT13	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SNAI2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	0	0	27
CD74	31569	10611	81031	15068	13108	122388	245143	23811	29466	19734	58180	167544	72668	23137	35418	10550	24753	27396	77011	10707
HGF	4041	1389	1765	11	1847	77	713	345	7379	850	45	209	25	173	240	397	336	1068	220	437
ZRANB1	886	995	2494	2504	1525	2146	1502	1293	1740	1474	3545	2071	1805	1852	1648	599	1603	2478	1498	970
NCDN	348	111	418	84	804	90	665	290	309	782	81	65	70	115	231	125	181	149	57	339
ADGRA2	31	4	2820	5	800	203	276	95	4	133	14	497	16	34	50	17	68	312	84	310
CCT8L1P	0	0	0	1	2	2	0	1	0	0	0	0	1	3	0	0	0	0	0	0
ZFP64	188	23	253	15	149	88	380	115	385	215	69	115	36	47	135	80	37	115	42	222
MNAT1	126	30	144	34	83	50	113	94	26	306	122	28	39	66	208	46	47	132	27	168
SAMD4A	29	16	149	48	28	76	264	40	62	24	28	46	39	32	39	11	39	59	39	28
RUNX3	1521	347	11019	6757	2817	16418	7639	9687	2871	2399	20910	10057	8633	6545	11028	656	1691	6864	3389	1109
MRE11	796	313	1879	356	738	505	1613	1062	624	1770	1440	758	422	529	2153	383	569	656	419	1441
PLEKHB1	86	49	145	17	259	177	81	132	124	68	61	27	72	47	70	32	38	32	110	18
SERPINB1	37433	26614	34712	8782	18619	11065	17341	16370	34525	42675	13855	15523	4396	10702	35811	19192	24376	31379	22799	16646
CYP3A43	0	0	2	2	1	4	0	0	0	0	1	0	5	1	1	0	3	3	1	1
SLC7A9	2	1	8	0	1	3	1	3	6	1	0	2	1	0	0	2	3	2	1	0
SPAST	776	748	1706	1307	1075	1443	1344	857	1008	2121	2190	1806	1218	792	1092	436	1493	1069	1400	988
NRXN3	2	0	2	1	0	0	0	1	0	3	0	0	0	1	1	0	1	0	0	4
OSBPL5	1734	303	3063	292	3430	456	2166	570	917	1466	1275	1179	338	567	2054	470	789	1198	376	1327
AQR	1849	1309	3385	1233	2219	1597	2959	1676	1445	3357	2097	2627	944	752	1512	740	1287	1625	1159	2363
CPS1	8	0	6	0	1	4	3	3	3	2	4	0	0	3	0	0	1	1	0	17
C8B	0	3	0	0	10	2	6	0	54	11	1	0	1	4	0	6	48	7	0	36
FHL1	65	32	748	232	123	145	197	246	155	534	141	90	74	212	326	29	202	719	85	98
RTF2	7065	5676	5445	3893	4242	5453	4338	3856	5672	6749	7131	4885	4532	3006	6057	3458	6653	6734	6684	3770
GABRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP2	14	105	131	241	6	40	243	50	372	18	207	57	24	279	11	144	157	201	63	41
SLC45A4	3145	5991	3810	10153	2568	7536	1369	2612	1187	5741	16728	5395	10002	2782	2085	2800	5841	794	4846	2145
RNF10	11254	19051	12727	9679	6265	13264	8257	10304	31442	9658	13567	11633	7702	16702	9136	10097	25865	16741	19056	4342
ZNF839	541	813	673	486	642	681	610	492	587	858	810	511	447	562	587	507	815	390	735	565
ZDHHC6	1385	761	1440	663	899	606	1268	772	1843	1611	1112	903	617	503	1395	487	978	718	584	1119
GRAMD1B	714	183	3460	150	1661	578	1397	1120	189	1862	847	868	233	596	2542	205	533	1808	157	966
RNH1	2417	680	5335	1783	3406	3136	5458	1989	1798	5072	1514	6638	1472	1555	2518	520	2882	10331	2237	1931
NDUFS1	1666	862	1402	571	1472	617	2029	699	1591	2908	1682	1251	716	575	2842	512	911	1258	640	1463
RB1CC1	2409	3364	4099	21343	2376	8069	2460	2350	6343	3802	8994	7485	5163	5597	3081	1560	4639	9813	4317	1768
ERP44	5278	3199	7549	5636	5765	4932	5493	3368	7119	4385	6966	5636	2789	2846	6654	2005	4739	5037	5886	3461
ALAS1	4419	2417	4345	2594	3763	1524	2415	3047	3118	5830	5373	2549	1807	5062	17902	1984	1719	5414	1237	2875
BIRC3	652	574	957	6168	576	4240	3591	1920	1921	543	5006	3500	4643	5714	1992	828	1357	3756	1354	174
AKAP11	564	268	2219	545	1587	789	1745	906	1163	2312	1431	1104	764	355	1386	260	302	690	467	790
GLRX2	342	160	875	123	424	247	408	356	326	967	645	524	224	221	1198	147	524	384	175	332
SNAPC1	94	32	87	1224	54	176	63	39	148	207	499	122	205	123	126	42	111	202	163	118
DERA	434	179	646	40	562	215	742	286	1422	607	214	252	69	113	595	217	283	494	472	287
STRAP	1176	606	6206	4064	2870	5962	3431	3216	1551	2173	4759	6507	2497	3025	3611	534	2488	7571	3308	1387
ABCC2	229	530	243	243	121	142	168	181	298	219	196	175	123	99	198	239	798	67	289	41
DEF6	6860	6715	7442	2796	5042	4704	6585	7693	6322	4856	6351	8297	4581	3319	6987	5413	6545	6775	5164	5603
PLEKHO1	668	457	1787	4309	173	5802	4001	1399	776	1367	10430	10683	9166	1326	3183	720	2680	902	5089	835
GCLM	1492	801	723	143	498	239	511	471	1088	3201	213	229	88	384	804	484	425	406	110	2430
UBR2	3780	6477	6418	1931	4414	4512	7124	6630	10254	6786	16460	5127	9757	4279	4888	4049	8259	3531	5405	2904
EHD2	61	10	164	5	222	13	20	54	42	620	19	10	7	24	55	27	17	6	6	145
DEPDC1	364	48	75	1	61	0	51	60	15	343	20	15	2	21	661	62	71	101	1	626
CCDC28A	1201	915	845	761	356	264	467	413	1431	727	787	672	353	1348	773	651	788	1639	420	394
RRAGD	2627	2053	3780	2313	3001	1152	2038	2458	1246	4927	2675	1588	1190	2132	4345	1418	2534	4794	1721	2551
HSF2	164	44	1890	524	436	457	394	471	138	286	447	1164	280	591	804	78	253	3092	242	266
PHF20	1246	1962	2711	2807	1651	5026	3264	1891	2353	3876	9317	6905	4587	2372	2637	1139	1880	6736	2085	1196
HSD17B6	5	3	3	1	3	0	6	2	2	11	1	0	0	1	7	0	1	1	2	9
NR1H3	175	67	224	9	154	38	276	195	197	195	117	118	18	42	72	53	58	116	56	165
TYMP	5262	10111	2338	3196	4945	6662	7597	2878	12444	3885	5414	3836	4923	3101	2113	5083	10149	2418	9647	3113
NCAPH2	788	197	2228	2406	1222	1870	1403	1898	448	1269	1678	1970	737	1915	2240	192	1337	3896	908	800
TOMM34	534	230	664	315	473	427	613	301	297	648	385	434	202	247	727	195	215	767	252	297
SEC63	3356	1911	8395	3187	5696	5111	6941	5064	2330	7827	6865	5154	3361	3693	8088	1917	3883	6562	2655	5393
KPNA6	1928	1335	4925	3965	1563	2545	2757	1732	2128	3164	3005	3716	1784	2503	2435	616	2642	3618	2186	1678
VIM	49332	24950	63487	15929	30477	54207	62472	54867	57638	40633	16907	58900	15372	23385	42578	21230	43350	70592	36053	28488
RTEL1-TNFRSF6B	35	8	107	52	60	53	61	65	10	107	63	51	39	59	51	9	66	46	24	32
FAS	2021	2034	1338	6711	726	1587	1720	544	3831	2969	2403	1505	2553	2069	2208	1468	2443	2952	1543	887
RNASET2	9864	13721	5961	2948	3307	5833	4612	6552	12439	4022	10294	8158	4479	4288	3890	4157	10784	5596	12739	3068
CD44	45061	54990	39872	26293	19067	63749	43378	16651	138574	15054	34342	57065	45261	13012	27105	46662	39389	26103	123532	15469
KCNG1	2	2	1	2	2	8	6	4	9	1	0	2	1	2	1	2	2	1	4	0
AGPAT4	86	400	1110	38	894	364	1527	237	262	374	606	359	384	291	611	94	205	247	115	296
SLAMF7	1054	393	358	2343	400	190	575	210	1022	328	335	120	320	864	292	1351	3919	297	1786	328
BTN3A1	2221	3365	2092	1668	4372	4379	3242	3729	1281	3916	5490	1359	1739	1519	1308	3756	1659	863	1272	1831
MIPEP	113	9	161	16	54	38	124	50	48	171	19	16	17	25	25	26	43	58	18	154
PRKCH	792	379	730	2275	409	2199	497	799	490	1043	1742	1132	1027	1458	1453	429	483	830	778	172
INSRR	1	0	2	5	0	8	2	1	1	0	6	5	11	2	4	0	0	1	1	0
IFNGR1	11889	13694	5523	29008	1869	15081	4971	1761	12148	4522	31252	24302	16112	6695	8086	8735	14013	11165	12073	2687
B4GALT7	359	93	534	295	431	593	490	458	128	413	511	751	431	218	606	78	198	452	205	281
SH2D2A	144	61	53	59	85	186	33	179	161	81	868	154	267	327	392	60	52	64	105	31
VRK2	445	244	1053	214	732	578	922	459	1193	604	447	473	206	262	914	229	336	548	547	498
TNFRSF1B	20006	29002	15084	49528	15944	55788	28058	14608	19976	18013	118771	73854	55403	15771	12487	23103	38425	14381	50429	6177
VEZT	465	105	1164	396	557	301	861	248	441	1516	440	774	260	524	892	144	164	1416	182	575
POU2F2	2018	1133	4953	1429	2359	3642	8014	1912	2374	847	4548	9092	4152	1528	1429	1827	2964	1263	4253	889
BRD9	855	431	2055	1173	931	1290	1463	1192	902	1203	1766	1879	1022	879	1845	250	1009	1569	668	785
SNX1	4458	3853	2503	995	4480	1328	5044	2236	7823	5055	3666	2631	1556	2370	2322	1673	2919	2879	1517	3282
TBPL1	247	171	267	231	143	204	154	79	444	449	249	210	123	184	164	112	372	520	192	194
ARNTL2	124	10	295	73	297	47	165	126	341	307	71	18	39	43	380	51	40	294	41	143
BCLAF1	3826	4143	26133	8331	6757	17721	12645	13572	7643	7196	13690	16462	7172	8212	9047	3232	10150	18740	13397	4919
SLC39A9	1518	663	2563	666	1442	917	1752	821	1490	2599	1632	1551	609	620	1809	434	1194	1447	672	1082
ANK1	1595	63	437	46	69	174	47	161	313	27	239	26	121	398	1284	275	327	197	83	3855
IBSP	2	0	0	0	1	0	0	0	0	0	0	0	10	0	0	2	2	0	0	0
TFB1M	97	21	73	19	38	21	66	58	24	210	30	17	10	44	62	19	37	48	25	86
RABEP1	1044	901	1210	1151	1222	1548	1781	1178	1853	1852	3183	2101	2117	746	1534	525	789	823	1181	1077
HMGB3	843	160	1624	275	322	453	639	488	596	1099	292	624	186	323	2910	228	833	1614	246	1275
NUP160	632	234	1288	516	763	815	1219	715	389	1888	754	770	364	549	1184	193	447	944	347	1126
BAK1	535	428	1249	737	903	655	651	1288	1039	1005	1007	1143	338	808	1414	333	353	2146	694	475
MUSK	0	0	0	0	0	1	0	1	0	0	4	0	1	3	0	0	1	1	0	0
IKZF2	131	30	496	202	218	189	240	363	141	554	729	147	232	94	288	105	95	43	215	127
GRN	78668	44942	91368	15734	70830	32413	73068	46236	34048	90778	23630	52012	14161	14763	76041	22542	63319	54019	35275	35082
FAM13B	1227	1342	2438	1365	1758	1726	2856	1841	2819	2415	3094	2247	1878	2987	1722	817	1822	2180	2176	1256
ARHGAP31	134	141	477	325	98	717	3318	96	721	55	655	1098	1248	143	288	134	256	159	580	98
CENPQ	64	14	48	5	45	7	53	32	38	175	15	7	3	16	186	19	24	55	3	94
SARS1	2563	1302	2320	1061	2697	1594	3824	1365	4399	2741	2486	2130	1444	1030	2111	1022	1122	1894	1725	2160
RANBP3	1991	1693	3603	1602	2346	1933	2483	1505	3458	1948	2819	2710	1801	1224	1870	979	1529	1711	1772	1483
ARID4A	2476	3432	8015	7515	2063	6189	3794	3516	6397	5033	14303	9833	7441	6617	5382	2259	6913	7328	5715	2124
EIPR1	371	90	423	33	328	116	363	254	236	560	111	85	53	95	343	91	292	294	84	206
PNPLA6	2847	3425	4557	3332	2445	4156	4368	1677	4519	2824	8339	4511	4987	2948	2295	1050	4186	1894	3305	1130
IFT88	166	102	492	440	296	416	351	210	357	280	1040	476	498	114	384	75	128	279	118	247
ALG1	154	23	140	26	65	53	219	50	56	247	43	50	24	44	188	42	89	100	18	133
ZCCHC8	984	625	4412	1624	849	1595	1391	2031	1302	1220	2036	2442	858	3295	3024	367	1908	3408	1513	784
ABCF2	217	34	181	84	145	74	200	119	93	265	64	66	78	94	58	35	67	72	36	185
CHPF2	2220	2161	4826	1933	2321	2199	2392	3145	3978	3295	5400	4942	2513	2252	2789	1121	3519	4969	2369	1072
LRRC7	20	9	55	34	30	33	40	22	14	40	52	43	26	44	44	7	28	48	16	8
FUT8	207	26	334	26	115	169	182	96	306	357	93	46	56	90	131	44	96	149	74	235
UBA6	972	814	1314	1646	1089	1870	1410	737	2650	1763	1545	1560	705	1587	1597	428	1074	2611	731	950
GAB2	7060	8935	22957	30098	7070	50638	14867	12456	32467	7988	44021	47464	26569	12257	10944	6794	15110	23551	23065	5377
ATP6V0A1	3213	3994	4030	3542	4296	3145	3296	3256	3355	2584	8278	7767	4804	6450	3141	1293	3040	6829	2731	2735
PIAS1	6221	7525	7121	5065	5160	5025	8966	4741	6646	8070	10184	7357	5340	4370	5655	4466	3778	3670	4493	5298
SLC4A7	181	93	682	217	353	611	364	234	135	351	827	272	840	223	421	78	205	210	190	179
APBA2	281	71	140	232	145	758	75	263	132	147	698	309	527	276	624	39	144	271	168	67
MAP2K3	7268	9793	10341	26793	5699	20577	8465	5109	18018	8235	12002	7803	13220	20017	6361	5986	19835	16815	21181	4253
EFCAB1	11	0	195	1	24	3	28	75	5	22	17	2	3	2	26	2	0	173	0	26
TMSB10	13244	4531	25757	4783	8941	18860	30928	14467	16962	7468	9588	21000	6451	7098	13415	2871	7812	32673	13446	6933
ASTE1	159	62	311	116	131	141	175	432	307	392	170	188	76	64	134	105	138	265	83	210
RNF19A	1049	1059	3105	4338	1087	2479	1725	2000	1827	2227	3110	3136	1377	3444	1780	609	2560	8553	2651	895
PEX3	132	28	98	74	133	56	114	77	70	257	102	38	49	63	301	35	43	77	21	145
GABARAPL2	2890	2680	1617	3949	2279	1501	1391	1760	3574	2579	2527	1180	1297	2294	1643	1079	5222	2711	2666	1267
MYOC	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
SH3YL1	138	61	343	169	222	507	265	248	132	844	163	93	162	160	223	56	86	227	102	170
FAM136A	644	131	1867	500	508	582	919	594	322	1120	873	799	441	450	1352	207	565	1095	287	633
VCL	9040	4289	9911	2035	13021	3510	11155	6819	5248	23416	3814	5326	1504	2688	7193	4069	4186	3441	2420	13759
DEPDC1B	200	31	138	0	62	6	120	99	18	349	51	21	3	31	417	66	79	110	0	418
DAPK2	3358	3499	2174	921	2826	1720	1158	3632	991	4509	1759	1814	903	1363	851	2900	4471	767	2241	3296
NSMAF	2232	1424	2681	1354	1327	1685	3616	1441	3430	1833	1993	2085	1783	1453	2486	1125	966	1993	1186	1363
ADSS2	3246	2250	1981	571	4086	683	3155	1395	1520	12037	2093	1133	1180	1118	3570	1365	1858	2057	570	4994
STAP1	116	52	78	148	90	165	129	40	110	51	271	28	55	94	185	11	38	259	46	67
TIMP2	9487	14746	4911	7115	7820	4622	7820	1698	10075	6120	7642	11952	9832	2039	3868	9285	6852	3598	8504	5435
RFC1	1144	393	3828	1496	1451	1973	2209	1536	861	2150	2166	3045	889	1757	3059	378	1200	3984	1096	1564
