Hugo_Symbol	Entrez_Gene_Id	GTEX-T6MO-1526-SM-4DM57	GTEX-11P81-1626-SM-5BC52	GTEX-13N11-1126-SM-5KM41	GTEX-RTLS-2426-SM-46MUO	GTEX-ZP4G-0726-SM-4WWF2	GTEX-WEY5-0726-SM-4LMID	GTEX-T2IS-2226-SM-4DM65	GTEX-PX3G-2026-SM-48U1H	GTEX-U3ZN-0726-SM-4DXT5	GTEX-XUW1-0226-SM-4BOOS	GTEX-PWOO-1526-SM-48TCK	GTEX-Y3IK-2126-SM-4YCDS	GTEX-RU72-2626-SM-4TT75	GTEX-W5WG-1326-SM-4LMI9	GTEX-11GSP-2426-SM-5N9BD
TTLL6	284076	56	2	95	130	36	54	10	19	8	79	31	49	28	196	46
TINF2	26277	1839	1792	1929	1266	3055	2060	1482	3170	1722	1396	1960	2134.67	2142	1454	1358
C4orf3	401152	4792	5247	4559	2868	9202	5270	3809	6232	3852	2716	4556	5077	4308	3746	5668
STARD6	147323	0	0	0	2	4	3	0	1	1	0	0	0	0	0	1
MKLN1	4289	2227.56	2432.21	1487.62	2273.17	3459.6	2006.79	1002.21	1616.98	1213.51	1535.53	1708.24	2159.33	1565.67	1724.08	2529.94
PURA	5813	442	578	499	275	854	576	318	600	395	305	422	439	463	316	386
FGD3	89846	163	89	164	191	271	111	110	231	83	66	252	266	187	63	193
CTDP1	9150	771	669	1030	393	1438	910	688	1731	818	656	742	681	865	580	499
RWDD1	51389	1653	1859	1387	1130	2352	1591	1276	1901	1294	1113	1399	1573	1701	1360	1750
TRIML2	205860	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0
NACAD	23148	934	1231	1073	736	1828	1359	995	1112	689	788	883	1226	1478	822	771
SCUBE2	57758	201	336	222	349	716	814	1202	357	680	229	458	935	708.98	507	1086
FAM21A	55747	1437.35	2508.74	2547.78	2151.84	993.56	2255.78	1136.68	2331.99	1315.61	1731.33	2366.88	2803.05	2770.03	1972.57	2980.07
TPD52L1	7164	498	338	393	397	681	474	308	527	272	453	933	600	492	655	523
PTPRH	5794	29	330	139	207	164	69	80	40	43	41	51	110	130	36	80
EDDM3A	10876	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZP2	7783	3	0	1	0	2	1	3	2	0	9	0	0	0	5	0
ZMPSTE24	10269	1526	4892	1944	1137	3661	2562	1385	2725	2241	1232	1711	1492	2237	1461	1203
SOBP	55084	808	533	578	561	1237	914	811	1062	491	508	907	859	972	595	731
CHN1	1123	276	289	457	318	350	285	389	590	319	248	228	596	502	337	475
TOM1L1	10040	253.57	224.72	374.04	309.15	267.81	214.36	176.48	474.38	290.5	202.65	161.76	313.85	437.36	193.87	219.69
SPTBN4	57731	203	319	295	450	594	436	266	425	264	433	240	409	557	403	318
C19orf55	148137	479.38	641.8	691.06	974.29	990.38	704.6	395.2	575	463.59	977.08	432.73	867.15	926.45	779.25	732.81
RP11-613M10.8	0	3.55	0	2.92	0	6.24	3.83	1.59	5.81	0	2.88	5.49	4.07	0	0	0
KIAA1143	57456	1343.64	1601.75	997	719	2150.11	1626	1040.59	2313	1361	1216	933.03	1125	1317.14	944	813
MVB12A	93343	584.61	625.31	1236.85	792.94	1073.61	713.8	904.4	1290.03	758.23	681.55	872.54	1063.55	1222.76	748	718.17
UGT8	7368	3	5	30	6	20	8	74	128	40	9	220	11	51	15	10
PPP1R26	9858	703	650	873	579	730	593	758	1208	697	641	711	940	1506	680	643
SLC44A2	57153	4922	2295	4701	3047	4982	4902	3456	4973	3086	2519	3806	5536.47	2705	3945	3449
BMPR2	659	4310	7583	2872	2282	5408	3724	2313	4804	3130	2375	3049	3032	4139.55	2813	3802
THUMPD3	25917	721.83	915.9	612.12	553.08	1580.22	936.91	655.82	988.56	611.56	613.91	743.91	875	857.38	647	566
EXOSC2	23404	569	742	680	1004	1104	692	676	956	499	791	611	1240	1245	866	730
IFFO2	126917	795	1003	1179	646	2901	1444	678	892.84	1034	553	878	913	822	415	1550
NPSR1	387129	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LPA	4018	1	11	23.58	9.01	7	2	6	12	5	4	11	6	12	2	7
KYNU	8942	47	16	21	21	47	25	40	20	9	3	44	27	14	9	19
TXNDC11	51061	1125.97	1442.91	1213.96	1162.87	2402.51	1389.92	1280.94	1546.8	981.94	1274.79	1629.87	1585.98	2012.97	1290.96	1572
OR5M11	219487	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ZNF280B	140883	26	60	61	5	72	40	81	176	41	34	29	37	121	72	4
HABP2	3026	31	0	12	1	1	6	2	2	144	1	2	0	11.3	4.85	4.71
CD70	970	2	0	2	1	2	1	0	2	3	2	2	6	6	8	7
CACNA1B	774	8	7	3	6	7	6	2	48	3	2	5	4	9	2	4
AGPAT5	55326	485	581	536	362	831	578	445	658	529	457	557	629	634	637	460
VNN1	8876	12	9	39	11	21	29	10	12	26	3	14	77	8	5	20
10-Sep	151011	2809	3175	2164	1626	4374	2772	1393	2376	1800	1228	2172	1996	2328	1705	2461
SLC17A3	10786	2	1	2	3	1	1	10	0	1	0	2	1	0	4	1
LRP6	4040	2427	3333	2197	3033	4506	2372	1461	3245	2299	1873	2006	3181	2781	2552	3822.98
MTERFD1	51001	371	545	446	275	558	334	481	622	297	299	408	515	600	388	251
RP11-676J12.7	0	14	13	36	31	42	10	12	15	24	5	3	26	21	27	3
SMN1	6606	618.31	1119.24	1069.99	1254.03	991.58	733.42	693.58	1022.6	755.24	598.43	751.94	1634.24	1226.5	915.25	1216.88
IRX4	50805	0	1	1	4	0	0	1	2	0	0	1	3	0	0	0
KNG1	3827	0	4	10	0	2	0	1	11	2	0	0	0	0	0	2
SPRR2B	6701	0	0	0	0	1.48	1	0	0	0	0	0	0	0	0	0
GPR133	283383	959	662	645	876	2348	2169	1326	1045	833	1830	2405	1490	2217.74	1694	790
COPZ2	51226	577	426	947	414	1556	904	735	748	278	277	714	712	417	504	601
TRIM34	53840	209.82	160.89	284.49	296	453	228	93.06	187.04	229.59	173	190.1	435	119.55	238	266.22
C15orf57	90416	633.09	519.29	736.81	815.47	784.82	550.59	450.3	861.86	446.76	409.6	761.52	648	974.92	532.24	828.11
DNAH10OS	0	117.34	68.12	65.16	61.42	126.06	75.28	60.26	69.85	84.12	60.05	87.99	82.44	37.31	54.06	176.35
TMEM79	84283	145.77	193.74	210.6	216.86	210.92	126.24	269.45	281.17	156.77	126.71	242.9	319.69	377	210	146.57
FGD2	221472	205	182	425	133	1024	300	162	284	128	104	787	302	160	137	220
DDX60	55601	674	732	747	817	1062	781	376	817	623	511	488	1253	806	866	917
COL4A5	1287	5794	6698	2823	3877	16370	8445	8502	7854	5219	5341	2065	11713	4858	6281	4540
TMEM150C	441027	141	115	267	107.98	346	228	166	476	183	158	596	201	205	201	134
LRLE1	0	0	0	0	0	0	0.58	0	0	0	0	1.71	1.27	0	0	0.38
NRCAM	4897	14	68	28	23	34	19	56	42	93	43	229	60	133	33	11
PMEPA1	56937	1986	2941	3477	861	1887	1988	7537	7125	5801	2241	1933	4880	4295	1599	2224
GIMAP2	26157	245	197	307	224	256	126	132	217	75	132	232	266	304	214	202
OLFM4	10562	20	16	30	13	22	24	9	30	15	6	37	44	22	9	71
RAD54L	8438	9	17	27	18	10	10	17	15	6	18	8	21	28	16	33
XK	7504	85	54	29	79	69	85	33	32	24	42	23	72	55	92	53
MMP16	4325	209	202	192	128	222	132	224	365	122	35	156	143	71	63	308
POP7	10248	459	380	474	417	929	510	531	582	342	588	453	501	573	480	399
PIGZ	80235	186	131	217	306	395	182	178	365	144	95	175	303	385	160	235
LYZ	4069	768.13	415	369.63	47.62	1666.39	226	29.02	692.25	389.92	104	1004	419.67	173.15	120	183.73
DNM2	1785	3485.69	3441.85	4402.96	4264.85	5600.68	4038.49	3140.79	6065.03	2745.54	3236.08	3810.38	4044.27	4596.04	3361.97	4571.68
OR13H1	347468	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0
TSSK1B	83942	0	4.67	1.61	1.49	2.11	0	3	0	1.76	0	0	0	3.11	0	0
TMX1	81542	816	743	722	421	1401	904	494	805	573	505	730	642	829	532	677
THRAP3	9967	3757.84	4181.9	4424.85	2734.08	6598.29	3921.63	2576.37	5820.1	3122	3095.82	3974.57	4856.15	4111.01	2726.13	3782.32
ZNF677	342926	559	819.95	387	640	844	564	395	818.24	497	404	385	736.91	881.16	561	638
FAM83B	222584	0	0	0	2	4	0	0	0	1	0	11	0	6	0	0
KEAP1	9817	1700	1191	1737	1057	2901	1965	1703	3620	1906	1464	1724	2043	2323	1473	1139
METTL4	64863	346	592	355	569	594	318	278	435	270	286	527	352	702	320	579
MAML3	55534	1057.88	1449.53	1104.82	847.89	1350.1	951.36	652.97	2710.8	1652.78	704.92	595.93	1295.79	1789.76	632.9	750
RPP25	54913	136	164	340	119	370	269	291	813	224	169	255	485	307	173	210
ADCK4	79934	1013	972	1472	1635	1657	932	1140	1425	904	1334	1239	1869	1507	1441	1496
WLS	79971	1290	882.97	1237	1426	2143	1754	1346	2101	1351	1209	1721	1983.99	1871	1536	2071
C20orf112	140688	609	633	1047.93	677.83	1098.96	646.96	1077.64	2429.72	850.99	604.88	1320.96	1242.51	1014.98	855	1249.94
MAST3	23031	921.31	510.55	732.27	1014.79	763	450.57	644.24	861.94	431.98	636.14	794.24	1115.63	1273.41	963.46	1335.53
SNAPC1	6617	200.78	334.32	307	168.89	398.8	270.24	201.32	367.79	181.26	172.03	406.94	298.8	272.78	197.35	373
C12orf23	90488	1310	1608	1118.62	1045.16	2804.04	1383	1449.33	1513.31	1180	974.25	1646.68	1670.68	2001.6	1191	2476.51
FZD1	8321	1612	781	781	580	2358	1613	1465	1112	1093	784	987	803	931	863	770
UNKL	64718	1293.08	1562.28	1470.32	3397.53	1604.23	787.1	820.02	2981.77	1612.08	1123.08	1152.02	2204.37	3154.29	1088.16	1620.46
SLCO1A2	6579	2	11	5	6	1	0	1	0	0	0	0	1	0	0	0
NUTM2F	54754	2.55	5.59	2.16	3.42	11.28	0	2.11	5.54	6.46	7.77	3.52	5.35	9.56	6	0
NDUFA9	4704	860.57	1074.56	1253.24	753.13	1963.13	1232.71	1030.77	1554.18	834.66	862.99	843.7	1502.32	939.64	1049.28	923.11
TMF1	7110	1468.47	2409.09	1624.88	1523.48	3046.85	1574.08	882.01	1617.68	1293.98	1050.33	1771.51	1346.26	1703.89	1124.43	1944.43
FOXF1	2294	103	115	171	96	306	149	337	531	267	114	1565	506	213.9	127	710
ZNF782	158431	131	332	172	303	187	134	169	293	170	150	98	318	404	205	300
BDH1	622	229	206	223	364	384	334	154	509	346	268	83	343	416	350	389
FBXO22	26263	397	565	496	563	741	396	429	585	452	382	455	617	541	466	613
ABLIM1	3983	7468	8059	5375	5615.67	5826	6877	2509	7069	5784	2968	3482	4009	8010	4167	4903
ZMYM3	9203	2136	1343	2069	2495	3420	2320	1802	3106	1788	2029	1341	3387	2422	2123	3080
SLC15A5	729025	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
KDM4D	55693	20	26	36	22	53	42	14	43	20	18	27	25	28	39	7
OR1N2	138882	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OR1E2	8388	0	1	0	0	2.6	0	0	0	0	0	2	0	0	0	0
