Hugo_Symbol	Entrez_Gene_Id	GTEX-ZLWG-1026-SM-4WWC4	GTEX-13OVJ-2326-SM-5IJGA	GTEX-14BIM-2226-SM-5SI8Y	GTEX-Q734-1626-SM-48U1B	GTEX-S7SF-0826-SM-4AD4W	GTEX-12WSD-2826-SM-59HKT	GTEX-145ME-1326-SM-5O98Q	GTEX-S341-1026-SM-4AD71	GTEX-P4PP-2026-SM-3P61N	GTEX-113JC-2226-SM-5EGJG
STMN3	50861	1656	1204	1084	1578	653	2302	1386	969	3337	1956
PPAN	56342	1110.87	1412.91	913	791.29	649.9	868.61	739.16	511.44	1312.28	506.61
PCDH20	64881	160	19	68	66	342	31	359	264	18	139
IQGAP3	128239	104	34	8	12	8	11	14	6	12	6
TFPI2	7980	164	183	172	34	34	219	36	29	220	401
LILRA1	11024	6.12	8	15	16	30	18	25	18	7	4
AIM1L	55057	3	4	4	3	5	4	1	2	4	2
AP1AR	55435	608	909	813	527	549	658	668	427	766	474
BBC3	27113	198	245	217	291	67	293	90	69	177	227
CAD	790	2941	4185	2386	2852	1716	2559	2679	1794	4687	1717
FAM154B	283726	44	16	28	41	11	72	35	57	127	21
BICD1	636	445	682	766	572	1010	683	598	443	1067	543
MPPE1	65258	1171.18	764.44	913.28	661.46	881.67	1087.11	803.7	1039.38	1566.21	654.06
SLC6A9	6536	770.15	668.94	698	765.94	298.99	1098.41	662.12	511.27	741.22	526.36
EN2	2020	42	13	31	7	6	26	1	5	30	16
RHBDD1	84236	989	963	971	806	705	982	868	854	1058	694
RRAD	6236	759	583	1161	582	1264	965	423	1000	693	663
GJB3	2707	6	6	5	3	10	8	1	0	7	8
HARS	3035	2189.94	2442.6	2124.76	2280.69	1698.04	2922.11	2160.66	1717.87	3716.66	1650.53
ATG4B	23192	2897	6123	3716	3996	2887	6325.01	3153	1786.02	7677.01	3888
BCL2L12	83596	279.5	344.39	240.99	250.31	207.5	292.43	236.29	187.18	713.97	183.01
FZD10	11211	32	8	14	67	73	24	20	19	254	21
VMA21	203547	1115	1369	1036	978	749	1050	793	634	1481	720
UBE2B	7320	1814	2892	3001	2405	1801	2713	1563	1190	2136	2630
RP11-101E3.5	0	0	0	0	0	0	0	0	0	0	1.37
JMJD4	65094	605.34	525.59	311.14	390.78	617.65	505.86	399.51	440.49	1090.91	248.25
KDM8	79831	234.08	143.06	192.56	197.6	156.35	298.23	169.47	156.72	394.69	155.75
TTC12	54970	444	502	366	221	338	518	362	201	1810.03	135
FARP1	10160	1349	1764	2141	2048	1629	1822	2826	2765	2324.88	1587
ATAT1	79969	611	1096	813	1018	562	1339	714	419	1851	833
TSSK2	23617	18.58	0.42	0	1.08	0	0	0	7.29	7.59	0.84
C14orf177	283598	0	0	0	0	0	0	0	0	0	0
CRIM1	51232	2880	3606.99	5529.98	3100	3502	3672.98	3182	4685.99	3467	4681.91
RHPN2	85415	141	127	122	260	168	156	78	57	444	223
CENPH	64946	155	107	133	54	56	122	56	41	279	83
NFS1	9054	704	676	851	902	578	989	608	487	1416	541
OTUD6B	51633	543	890	687	399	309	614	433	267	531	462
MUC19	283463	4	5	3	2	0	1	2	1	1	6
GHSR	2693	0	0	0	0	1	0	0	1	0	0
CKAP4	10970	2546	2630.4	1866	2301.21	2282	1233.62	3268	2249	4449	1157
TRAPPC3	27095	1007	1150	1237	1471	1134	1132	1141	1281	1574	778
DENND3	22898	3015	5357	4667	2574	2963	2699	2391	2078	2919	3133
DRD5	1816	0	0	2	0	0	0	0	0	2	0
ZDHHC9	51114	714	1583	1076	766	774	669	794	558	841	863
MSH6	2956	3094.22	4650.06	5673.53	4353.55	2044.11	4114.92	2884.28	1522.81	4879.96	2962.61
DDX51	317781	1484	2707	1653	1837	1003	2551	1236	1062	3546	1373
TMEM8C	389827	1	0	0	0	0	0	0	0	0	0
SH2B3	10019	1266	868	1401	1051	1447	1145	1010	1002	1022	924
CMTM1	113540	13	18	19	36	17	32	19	13.8	28	12
MFRP	83552	0	4.33	2.61	0	1	0	0	0	0	0
NFATC4	4776	7236	10109	8543	10536	7541	10733	5956	4863	16920	6418
ENDOU	8909	33	66	33	15	28	29	28	15	81.67	25
HMGCLL1	54511	10	10	40	18	34	113	17	1	8	51
RGPD4	285190	0	0	0	0	8.45	1.67	0	4.12	4.02	0
MEGT1	0	1.3	1	2	0	0	0	0	1.23	5.58	0
ATP10D	57205	1404.86	1623.56	2020.7	1379	1212.81	2008.36	1928.54	1012.6	2000.15	1868.47
ZNF669	79862	151	57	101	66	54	70	74	55	151	55
DPYSL3	1809	14831	10420	7203	9106	11550	16851	22400	22942	5178	13442
CADM4	199731	293	443	380	848	883	465	561	210	1539	395
MFI2	4241	313	958	288	266	197	287	193	577	1045	324
TMEM8A	58986	1155.26	1420	1033	1304	1401	653	1011	1040	1458.95	686
BEND7	222389	778	1254	1403	933	881	1417	710	479	1336	1089
HFE	3077	307	270	439	386	318	323	181	244	853	342
PPIP5K2	23262	1580	1384	1237	1140	1132	2273	1481	1252.19	2722	1254
MED24	9862	3851	6554	3541	3419	2230	4597	3319	2413	6318	3121
MATN3	4148	96	47	159	57	169	16	163	130	86	30
CCDC177	0	0	0	0	0	0	0	0	0	3	0
SLC5A3	6526	454.61	116.33	1003.8	2901.48	265.68	909.37	610.18	359.93	704.45	925.87
FAM220A	84792	454	439	866	515	499	494	584	436	777	443
SCARF1	8578	829	1292	1030	1280	1578	914	543	987	696	599
IFT57	55081	1266	1151	1133	729	759	1090	1233	1001	1345	843
OR10H2	26538	1	0	0	0	1	0	0	0	0	0
DUOXA2	405753	0	1.97	3.7	2	0	0	0	1	4.07	1
GALC	2581	860	743	1113	967	654	1083	590	432	1545	984
OR56B4	196335	0	1	0	0	1	2	2	1	1.34	4
CWC27	10283	803	719	768	511	535	739	764	474	790	582
TRPC5	7224	0	0	1	0	0	0	0	1	5	0
HSPB1	3315	43670.81	31898.92	42861.91	45642.93	15770	15963.36	40632.41	57304.61	28026.67	14585
RUVBL1	8607	1070.78	845.41	1028.44	1006.88	825.46	853.95	1108.93	736.74	1142.64	557.14
NSMCE2	286053	309	378	421	325	342	353	404	226	452	218
RP11-1167A19.2	0	1.7	2	1.35	0	2.46	5.85	0	2.46	3.45	4
LYPLA1	10434	712	514.99	874	465	660	643	733	836	501	535
UBXN10	127733	334	122	99	124	141	65	353	336	359	71
AL133481.1	0	0	0	0	0	0	0	0	1	0	0
GRIA2	2891	2331	457	1018	798	283	3800	150	7	5922	2524
DHX32	55760	579.52	535.52	702.05	514.56	646.28	660.6	542	592.91	811	398.5
PANK2	80025	718	707	929	853	707	762	849	633	916	586
COLGALT1	79709	3072	4379	3984	4646	2560	5766	3553	3023	3770.06	3827
METTL10	399818	558.09	704.12	700.09	336.53	296.24	741.28	391.88	346.83	708.61	529.14
ZC3H12C	85463	788	491	715	502	380	868	686	450	1020	575
TMEM234	56063	691.69	1642.96	868.35	882.74	698.9	1489.08	512.47	362.28	1623.29	700.49
CEP170B	283638	1937	2273	1224	2297	2104	2012	2500	2350	2729	1614
CT47A3	255313	0	0	0	0	0	0	0	0	0	0
TTBK1	84630	5	1	1	4	8	3	8	14	9	2
CLIC2	1193	598	849	1519	986	807	1181	504	297	1205	959
ANKUB1	389161	1	0	0	0	3	2	2.01	0	0	0
TCEAL7	56849	872	859	786	726	744	755	703	299	1173	819
PCGF1	84759	324	392	349	467	297	424	244	168	705	271
AGPAT3	56894	1762	1291	1536	1537	1302	1605	1439	1251	2924	1263
KRTDAP	388533	14	7	20	4	5	26	6	4	11	16
PMM1	5372	1021.84	1313.66	1270.81	1260.51	797.84	1318.86	831.82	631.85	2269.95	945.62
FOXRED1	55572	793	855	813	912	604	822	552	439	1598	446
MAGEB18	286514	0	0	0	0	0	0	0	0	0	0
RP5-1052I5.2	0	0	0	0	0	0	0	0	0	0	0
SPANXB2	728695	0	0	0	0	0.5	0	0	0.5	0	0
ZNF334	55713	686	475	679	323	299	852	118	268	1380	355
EPHB2	2048	166	46	129	95	59	91	97	111	165	95
PCYT1B	9468	189	66	88	73	75	104	200	99	151	62
PIDD	55367	1194	2730	1447.76	1151	992.79	1945	942	668	3519	1347
CYP2F1	1572	0	1	2	1	3	0	0	2	2	0
LRRC41	10489	3466	3785	2708	3864.2	3450	3626	3632	2679	5558	2677
CEACAM16	388551	0	0	2	2	1	0	1	0	0	1
IQCF5	389124	0	0	0	1	0	2	0	0	0	0
FIBCD1	84929	1	0	0	3	0	0	1	1	7	0
ETFA	2108	1584	1728	1519	1085	1311	1768	1776	1412	1469	1126
OR7G3	390883	0	0	0	0	0	0	0	0	0	0
SNURF	8926	6.39	14.11	10.17	4.34	4.4	5.98	4.8	6.94	11.17	17.28
PLEKHN1	84069	5	30	13	19	45	12	11	6	89.14	10
C14orf142	84520	155	81	133	114	106	101	114	134	154	107
SCP2D1	140856	0	0	0	0	0	0	0	0	0	1
ATF2	1386	1508	2067	2158	1499.99	1395	2320	1704	1047	2331	1968
KCNA3	3738	21	20	32	16	12	21	9	4	8	12
TAS2R5	54429	51	121	122	118	39	190	49	34	179	87
LGALS3BP	3959	10986	9984	7142	7705	5402	8605	12051	7691.53	11656	12163
SPATS1	221409	0	0	0	0	0	0	0	0	0	0
BHLHE41	79365	481.97	371	619.99	355	130	862	92	96.9	1057.92	483
RP11-242G20.1	0	0	0	0	0	0	0	0	0	0	0
RHOC	389	6941	10564.54	6472.48	6266	5826.57	5726.34	6488.97	8543	6709.81	5094
RBCK1	10616	3065	4056	3726	4125	2333	4520	2626	2074	5521	3672
SCAI	286205	608.32	724	871	744.79	375.08	1198.12	561	337	1138	750
DMRT1	1761	0	0	0	0	0	1	1	0	0	0
SGTB	54557	507.37	440.99	551.34	411.23	647.89	490.03	563.29	439.83	424.25	529.93
WDR36	134430	1356	1120	1256	1218	864	1398	991	768	1765	870
OR2K2	26248	0	0	0	0	0	0	0	1	3	0
LRP5L	91355	253	736	821	385	390	1003	191	273	707	379
ATP5J2-PTCD1	26024	86.22	74.63	87.56	135.77	126.27	88.1	109.7	60.46	183.48	62.14
C20orf24	55969	964.3	602.29	825.77	754.16	662.7	660.01	652.45	779.37	870.29	450.59
PNPLA4	8228	317	152	250	191	240	257	292	341	573	167
BHLHE23	128408	0	0	0	0	0	0	0	2	0	0
AC015660.1	0	0	0	0	0	0	0	0	0	0	0
CCDC57	284001	2592.97	3249.07	1646.33	1385.87	1529.17	3164.84	2028.5	1241.32	6847.3	1609.88
FAM187B	148109	1	2	11	15	10	4	0	7	5	1
MAGEC2	51438	1	1	0	0	0	0	0	1	0	1
SS18	6760	2511	2827	2439	2179	1805	2966	2516	1885	3240	1998
SMEK2	57223	2331.15	2023.91	3015.98	1740.65	1835.21	2890.37	2016.2	1880.12	3015.05	1902.82
ATP1B1	481	12587.21	3105.27	6360.45	5795.89	1782.61	3924.54	9243.34	1631.41	15593.59	4089.1
ATP1A2	477	1348	334.99	991	464	371	886.97	833.99	1008	345	972
RP11-382J12.1	0	3.01	9.06	5.01	6.04	3.01	14.08	1	2.01	4.02	4.02
RNF19A	25897	4858.81	4769.51	4253.72	2625	2226.82	4496.15	4055.33	2351	4167.56	5138.42
GGA1	26088	2528	3579	2898	3405	2028	4037	1812	1580	5890	2794
MOB3A	126308	2546.34	1593	1496	2340.59	1671	1970.64	2108.95	2642.95	2333.94	1310.97
FAM193B	54540	4833	11475	8062	7541	3864	11189	3501	2720	13400	6875
PCYT1A	5130	2201	1901.25	1543.75	1515	1625.26	2059.11	2177.36	2177	2783.64	1275
RP11-352D3.2	0	0	0	0	0	0	0	0	0	0	0
F13A1	2162	1963	1421	236	1741	1499	257	1510.97	3777	514	177
OR2A4	79541	2.1	0	0	3.5	4.4	0	0	0	2.9	3.28
TMSB4Y	9087	0	0	0	0	0	0	0	0	0	0
VPREB3	29802	0	0	0	0	1	0	1	0	3	0
GAB3	139716	268	172	524	313	281	384	277	348	172	171
NRN1	51299	275	815	1178	557	559	777	267	348	503	531
PLAUR	5329	388	847	625	427	423	290	262	140	1000	461
RP11-89K11.1	0	94.68	298.55	201.61	82.93	52.56	166.58	64.98	16.5	284.69	142.03
CCDC34	91057	161	184	398	129	101	218	128	58	289	209
KCNV1	27012	1	0	0	0	0	0	0	0	1	0
ZNF853	54753	932	592	617	976	819	874	1177	831	1787	672
RNF166	115992	1081	917	993	639	718	1340	710	542	1481	723
SLC22A13	9390	3	1	2	1	5	6	3	2	5	1
SLC37A2	219855	78.87	36.57	37.1	56.96	79.14	53.58	65.56	70.8	37.5	22.87
BTN3A1	11119	1390.28	3169.63	3154.31	2242.44	1135.04	5632.78	892.07	927.93	3768.01	2213.44
AC138517.1	0	0	0	0	0	0	0	0	0	0	0
CHURC1	91612	1672.6	1301.01	1877	1290.15	1674.45	1789.97	1630.91	2740	1627.45	1267.59
SIRT2	22933	1892	2453	2536	3322	1676	3317	2030	1813	3397	2478
HIST3H3	8290	0	0	2	0	0	2	0	0	2	2
MCM6	4175	1009	891	769	707	595	1101	1034	501	1433	517
CHST15	51363	705	1446	1049	764	865	827	468	758	1391	568
OR6S1	341799	0	0	0	0	1	0	0	0	0	0
GFRA2	2675	133	80	69	63	27	101	93	21	68	78
FMNL1	752	535.32	595.96	528.57	476.8	425.2	497.65	480.2	267.47	784.96	463.62
TRIM65	201292	974	1363	1485	1457	811	1178	1062	826	1428	843
METTL9	51108	1496	2041	2829	1808	3362	1981	1719	1304	2529	1716
MRM1	79922	160	170	222	198	166	169	123	107	276	99
AP3M1	26985	1583	1506	1763	1692	1421	1935	1677	1154	1385	1233
RP11-58C22.1	0	0	0	0	0	0	0	0	0	0	0
SEL1L3	23231	161	179	267	201	310	309	107	72	172	208
SDR42E2	0	3	10	1	5	2	10	5	0	16	3
CAPN13	92291	1	1	0	3	11	0	0	2	5	2
ZNF569	148266	230	171	366	217	176	241.09	146	130	324.09	178
AL031590.1	0	0	0	0	0	0	0	0	0	0	0
MINPP1	9562	349	248	492	424	453	383	404	247	512	285
GALE	2582	271	465	343	331	317	291	318	242	372	191
PGP	283871	505.98	319	379.23	355.8	440.5	469.22	402.99	470.74	1135.56	235
CTNNA3	29119	99	19	114	29	50	41	153	15	36	69
RP11-145E5.5	0	0	0	0	0	0	0	1.54	0	0	0
DSEL	92126	631.5	209.5	439.58	331.37	318.94	506.43	434.12	453.7	459.78	486.72
TFCP2L1	29842	23	12	4	9	18	8	11	10	51	3
SLC38A9	153129	305	338	432	336	225	402	278	207	544	276
IGSF8	93185	1750	2220	1729	1752	876	2254	1013	606	3701	2081
TP53TG5	27296	7.52	12.98	5.3	5.89	12	14.39	9.65	3	19.19	5.14
AMPH	273	252	396	548	456	221	719	317	124	350	759
INMT-FAM188B	11185	12.94	7.67	26.97	0	25.16	19.12	24.89	129.48	0	24.72
OR2T1	26696	0	0	0	0	1	0	0	0	0	0
KDM5D	8284	2	10	2	2	1	10	0	1	8	9
ARL14EP	120534	735	640	892	860	612	524	685	568	1000	456
SPEF1	25876	42	66	42	19	11	58	14	40	43	31
SPRR2A	6700	7	12	7	16	9	8.31	6	15.13	2	0
ZNF568	374900	348	277	539	312	285	492	288	223	516	320
TACO1	51204	415	250	344	458	354	341	299	322	628	161
CHD3	1107	10769	15345	11597	15642	9127	18005	16634.53	6531	19450.01	10204
CCNG1	900	2162	3305	3844	2219	2035	2644	3135	1365	2836	2445
TRH	7200	3	6	29	1	25	1	49	0	71	0
CCNT2	905	2752	4035	3059	2924.01	1608	3958	2218	1474	4292	2848
GOLGA6L1	283767	0	1.2	0	0	0	0	0	0	0	0
7-Mar	64844	3666.55	4800.91	5424.09	2316.11	3154.34	4928.17	3579.47	2670.46	4021.4	4688.32
IL4I1	259307	13	14.32	9.75	21.07	16	11	11.01	3.46	36.03	11.83
STK19	8859	860.67	1183.85	925.66	1041.52	734.44	1372.88	741.56	534.45	1702.78	725.05
CA11	770	1449	1341	1947	1491	796	3302	525	462	5407	2269
INVS	27130	539	843	1017	667	507	995	505	304	1072	628
PPT1	5538	4435	4433	4268	3440	2437	3842	3199	3887	4368.02	3196
BBS2	583	2458	2155.13	1819.41	2024.69	1815.05	3858	2386.56	1126	5329.95	2501
TAX1BP3	30851	3337.74	3216.82	2593.55	1995.86	2585.93	2351.71	3305.68	3021.96	2697.12	1984.72
TEX9	374618	107.21	88.71	103.97	38	57	105	33.04	49	170.44	57.78
INS	3630	10	3	2	5	1	4	0	1	2	0
CCDC105	126402	0	1	0	0	0	0	0	0	0	0
STAR	6770	45	51.21	12	36	17	37	3	34	136.45	36
CHAC1	79094	15	11	12	23	12	10	6	23	31	10
TECTB	6975	0	0	0	0	1	0	0	0	0	1
FCGRT	2217	6036	7297	6696	9954	5123.95	7923	5195	4104	11115	5766
CDS2	8760	2636	2910	3539	3170	2408	3581	2355	2630	3892	2896
PRCC	5546	1826	1470	1714	1647	1419.78	1647	1696	1375	2146	1243
RPL7	6129	30051.48	60125.1	67829.16	36224.78	24802.5	38657.39	26202.06	19646.93	47716.42	29967.89
HDAC8	55869	409	428	524	383	352	565	439	323	590.01	363
C9orf66	157983	6	2	7	2.07	8	5.23	3	1	15.87	3
NUAK2	81788	49	38	45	48	80	39	23	33	47	29
PTH2R	5746	58	30	13	47	2	95	35	31	8	59
S100G	795	0	0	0	0	0	0	0	0	0	0
DTNB	1838	325	550	486	348	199	519	178	117	704	342
CD46	4179	7776	8534	7842	5542	6148	9523	6458	4866.99	16130	7499
SPAG6	9576	0	1	2	2	9	1	0	1	5	1
TUBGCP4	27229	1135	900	1183	1114	720	1531	1006	692	2271.02	818
APOL2	23780	929	3204	2006	1727	1309	2305	3084	2092	4672	1572
hsa-mir-1199	0	63	148	213	182	43	159	16	51	98	172
OR7A10	390892	0	0	0	0	0	0	0	0	0	0
CEND1	51286	6	8	1	7	3	12	10	17	19	8
SLC25A3	5250	10070	10597	9139	9091	7483	9341	9026	6806	14925	7500
FKBP11	51303	633	1622	878	566	436	594	819	422	620	609
C6orf123	0	7	5	15.39	56.15	19.57	15.68	10.05	17	7	16.6
CASP14	23581	4	2	10	0	0	20	4	0	6	9
C17orf66	256957	3	2	2	3.15	1	6	1	2	5	4
YES1	7525	1168.94	1587.56	1482.95	835	1211.93	1088.68	1205.91	822.96	899.84	1366.5
NAGA	4668	1064	1109	1075	1146	990	1147	939	894	2280	896
SERPINF1	5176	18305	24665	17819	10122	8398	11736	15242	8546	18167	10957
CELSR2	1952	363	221	351	824	424	510	726	588	1216	328
XAGE5	170627	0	0	0	0	0	0	0	0	0	0
ART4	420	77	54	39	12	72	166	46	354	15	113
PRKAB2	5565	2691	5260	2973	2339	1823	3250	2994	2747	2999	2743
FRG2C	651959	0	1	0	2	0	0	1	0	6	2
HOMEZ	57594	390	286	644	390	309	244	373.9	257	405.49	168.8
WBSCR16	81554	1223.29	1511.48	1396.9	1536.15	1365.14	1717.06	1189.76	1056.62	2167.26	1282.13
INTS8	55656	1570.09	2045.89	2457.43	2077.59	1226.94	2085.56	1544.86	815.8	2739	1703.93
RERG	85004	5307	7510	6383	5171	5362.01	7468	6641	5031.76	4622	7481
SLC9A7	84679	29	21	70	33	23	29	12	15	64	29
RIIAD1	284485	13	4	2	0	1	2	4	7	9	5
TRPA1	8989	5.9	2	34.38	11.81	7.76	14.16	15.84	5.95	0.59	14
GPR124	25960	5771.92	4027.85	5408.12	5891.15	4560.07	7092.29	5272.23	2576.95	24527.25	4090.5
GK5	256356	2639	2324	1386	1190	866	3294	991	893	9640	1780
CECR5	27440	1077	1905	1449	1670	889	1422	773	672	1886	870
HS3ST5	222537	3	1	4	1	3	4	3	4	12	6
CD1B	910	2	0	0	0	4	0	1	1	0	0
DNAH8	1769	2	1	6	0	4	4	2	2	1	2
NOL11	25926	1421	938	1583	1379	951	1074	1160	783	2024	756.02
AMER2	219287	2	3	0	1	2	3	18	0	46	4
HINT2	84681	423	278	239	173.26	334.83	261.7	280	325	672	207
BARD1	580	443	639	426	299	201	448	390	291	421	357
IL5RA	3568	1	2	1	1	4	3	6	0	2	2
MFSD12	126321	953.51	1195.33	876.56	1101.65	757.7	1308.35	731.45	663.68	1603.83	770.69
PRTFDC1	56952	579	408.48	402	284.14	248	564	468	368	1148.42	491
KRTAP5-5	439915	0	0	0	1	1	0	0	1	0	0
FN3KRP	79672	1322	1028	1056	1097.59	703	1385.7	849.7	670	1929.74	995.68
RIPPLY1	92129	1	3.66	2	3	2	4	1	0	3	3.91
SLC1A4	6509	1292	1083	1443	675	488	695	1125	588	3120	600
THSD1	55901	214.78	224.05	641.34	827.03	852.76	440.28	405.47	394.95	307.36	208.71
GABRQ	0	3	2	4	18	2	1	60	3	48	5
XRCC2	7516	18	9	26	12	14	54	20	21	86	12
GOLGA8G	283768	0	0	0	0	0	1.24	1	0	0	0
HOOK1	51361	54	49	60	14	24	32	17	8	152	8
TPSAB1	7177	930.43	497.73	326.21	1350.53	569.31	1185.59	2438.04	968.2	130.71	2205.93
TCTA	6988	1300.81	1305	1414	1009.7	765.86	1857.42	781.96	1036.81	1914.67	1206.86
MSL3	10943	1084	1297	1039	810	834	1352	1371	833	1332	932
HBG1	3047	4.39	42.84	1.78	1	3.53	10.1	4.66	3.7	3.9	17.21
MINOS1	440574	1210.82	1434.86	1125.99	1254.9	1080.11	1174	1339.98	1287	1302	894.87
MICAL2	9645	2882.7	6196.58	2453.08	3729.85	6938.6	3250.47	7221.73	7969.87	1088.12	3792.5
BCAR3	8412	481	718	760	563	458	500	323	418	574	386
OR6F1	343169	0	0	2	1	0	0	0	1	0	0
ARMC6	93436	884.18	666.55	471	611.92	443	684.13	739.35	633	1095.63	427.04
CST9L	128821	0	0	0	0	0	0	0	1	0	0
HMGXB3	22993	1966.11	2421.16	1574.62	1770.55	1503.27	2187.8	1797.94	1126.03	3563.12	1176.12
ABL2	27	1071	1443	950	862	960	1131	863	742	1229	940
SCAMP3	10067	1041	1246	1182	1490	1108	1109	1009	919	1868	678
ZNF598	90850	2222.56	2343.93	1867.77	1948.85	1653.68	2007.96	1773.05	1362.19	2735.84	1465.81
KDELC1	79070	288	190	321	358	328	271	439	841	415	266
HCRT	3060	0	0	0	0	0	1	0	0	0	0
REEP4	80346	426	491	654	664	374	522	501	260	506	456
RIBC1	158787	95	80	71	50	43	147	36	20	168	55
HENMT1	113802	139	42	89	85	59	115	58	83	268	45
TAS2R30	259293	2	2	1	1	0	3	0	0	5	3
TBC1D4	9882	1054	866	1808	1444	1110	1536	1217	948	1996	1669
PRODH2	58510	1	0	0	2	0	1	0	1	0	0
AC116407.2	0	2	6	2	0	2	1	1	1	2	9
MAEA	10296	3143	1911	2781	2917	1815	3092	2261	1692	4367	2915
ERLEC1	27248	2021	1802	1543	1411	1656	1611	2158	1988	2509	1703
APH1B	83464	957	1503	1059	749	604	1303	694	477	1968	857
CAPN11	11131	105	94	132	85	140	170	47	90	3	35
USP1	7398	1651	1190	1973	1323	1087	1213	1184	974	2155.1	1058
DECR1	1666	1089	859	1055	696	970.15	945	895	710	1253	678
LRRC8C	84230	1128	811	1093	704	990	776	1652	707	336	954
FAM186A	121006	12	6	18	16	6	22	12	9	24	14
SLC43A3	29015	1687.61	2717.68	1775.87	1636.01	1301.34	1747.89	1133.73	1539.99	1040.63	1268.98
IFLTD1	160492	2	0	0	0	0	0	0	1	0	0
DCPS	28960	405	443	379	343	274	407	311	284	467	272
VSTM1	284415	1	2	0	0	1	0	1	0	1	1
CCDC152	100129792	238.66	502.25	357.01	342.47	148.54	694.11	115.39	148.87	433.1	225.14
ITGA4	3676	82	67	94	74	84	160	99	80	55	83
FAM208B	54906	2708	3129.69	3432	2290	1837	2643	2238.84	1672	3601.07	2248
MYH11	4629	148498	164508.46	72125.19	130676.66	103031.07	113355.19	283240.29	281938.35	160920.38	80989.1
MAP4	4134	13879	16584	10490.99	9986	9788	11140	18019	14874	10289	11083
ACAN	176	32	3	128	43	33	78	26	29	5	24
IQSEC3	440073	136.52	350.81	155.81	359.17	403.84	436.61	267.98	243.92	1760.67	406.99
GUCA1B	2979	36	66	62	59	28	83	45	28	131	46
CTC-490E21.12	0	0	0	0	1.35	0	0	1.93	0	0	2
AP2B1	163	5534	7050	6535	6670	5290	7453	5070	3630	8362	5097
TCEA3	6920	440	1572	1032	926	234	1827	361	786	2114	1088
MED19	219541	280	264	251	304	262	274	306	218	605	202
DAZ1	1617	0	0	0	0	0	0	0	0	0	0
DDX17	10521	61019	83055	64644	49012	36477	90431	50559.84	33709.04	159461.85	53494.01
DLX2	1746	2	0	1	0	1	0	0	0	1	2
SLC25A43	203427	468	779	857	458	306	823	453	359	402	862
AGTPBP1	23287	499	749	811	373	566	708	496	387	594	524
OR52N4	390072	31	26	16	6	6	48	15	1	38	22
FAM25C	643161	0	0	0	0	0	0	0	1	0	0
CMC4	100272147	307.45	486.42	448.96	244.19	296.91	287.31	230.43	263.38	387.48	311.39
AP000769.1	0	20	105	86	56	7	58	19	9	93	40
CCDC82	79780	1384	1504	1482	984	832	1310	1038	793	2712	1161
CYP46A1	10858	238	391	288	154	108	392	164	162	538	202
TRPM8	79054	0	0	0	0	7	1	0	2	0	0
STK40	83931	2714	2367	2151	2255	1521	2142	2352	2261	2406.94	1703
ANXA13	312	20	35	54	108	67	23	46	9	146	20
CLDN24	100132463	2.46	0	0	1.53	2.29	0	1.27	2.94	0	0
EXOC7	23265	4529.6	4849.37	4281.83	6296.9	4173.24	8222.99	4952	3471.86	9939.98	4683.75
ZMYM6NB	100506144	786.01	1069.18	1274.96	791.4	764.02	973.73	510.37	326.67	1073.22	903.13
BOP1	23246	822.7	1357.96	781.9	571.2	507.7	665	784	815.47	669	388.43
POLM	27434	1019	1678	1379	920	892	1342	765	523	2506.09	885
C7orf71	285941	2	0	2	0	0	1	0	0	0	0
FN3K	64122	593	531	546	651	428	1000	300	317	1484	728
ZNF148	7707	1353	1088	1549	1226	1098	1649	1749	1162	1668	1368
HSBP1	3281	1978	1267	2072	2319	1770	1666	1813	1540	1957	1364
CDH18	1016	5	1	5	2	0	0	2	0	1	2
WDR25	79446	332	343	391	277	297	379	281	289	502.25	297
CEACAM1	634	121	753.99	584.98	525	559	470	408	76	132	216
EHD2	30846	10092	6867	6676	9006	8318	6416	9767	12498	5803	4903
CDC20B	166979	0	1	1	0	9	1	0	1	0	0
AXDND1	126859	2	0	4	1	1	2	1	3	8	3
KLK6	5653	3	0	1	2	3	3	8	1	158	5
RP11-599B13.6	0	0	0	0	0	95.19	0	0	0	0	0
JAM3	83700	3607.85	4214.74	4375.73	3713.08	3392.66	4723.39	3776.41	3248.98	6769.14	3873.82
SVIP	258010	648.67	639	882.93	614	437	1025.22	376.17	317	1126	678.62
B3GALT6	126792	808	305	257	498	569	419	506	533	1391	183
RBFOX3	146713	149	394	131	942	1038	697	2261	1486	261	343
C9orf53	0	0	0	0	0	0	0	0	0	0	0
VCX3A	51481	0	0	0	0	0	4	1	1	4	4
CHAF1B	8208	238	241	220	111	111	170	264	265	588	100
CD302	9936	1027.45	1008.09	2014.91	712.89	1860.66	1221.83	1121.53	1029.54	937.6	1508.68
RP11-176H8.1	0	25.8	49.88	42.9	17.8	14.78	32.54	34.93	25.57	34.61	23.5
ISM1	140862	31	18	36	24	235	34	65	173	29	42
SLC19A1	6573	647	1178.08	501	233.07	238.04	390	554	219	957.05	478.92
ALAD	210	1855	1516	2044	1604	1021	1814	1431	1524	2705	1509
MZT2A	80097	865.07	1512.8	1201.62	876.06	763.87	1046.18	784.49	465.68	1620.62	873.13
RFX7	64864	748	690	753	688	619	868	804	568	1379	553
C20orf166	128826	22	10	2	5	3	10	49	50	19	9
AIFM3	150209	15	40.88	31	57.82	41.78	29	19	25	69.7	30
RP11-451M19.3	0	4	6	10	4	7	12	8	17	26	18
